AOU,Species,Season,FWNo,Flyway,AgeCode,Age,SexCode,Sex,Harvest_estimate,Number_parts
1470,CANV,1965,4,PF,0,U,5,F,265,1
1470,CANV,1965,4,PF,1,A,4,M,1792,11
1470,CANV,1965,4,PF,1,A,5,F,1590,8
1470,CANV,1965,4,PF,2,I,4,M,6240,37
1470,CANV,1965,4,PF,2,I,5,F,3660,27
1470,CANV,1966,1,AF,0,U,0,U,126,3
1470,CANV,1966,1,AF,0,U,4,M,59,1
1470,CANV,1966,1,AF,1,A,4,M,14940,183
1470,CANV,1966,1,AF,1,A,5,F,7872,97
1470,CANV,1966,1,AF,2,I,4,M,16584,225
1470,CANV,1966,1,AF,2,I,5,F,11059,142
1470,CANV,1966,2,MF,0,U,0,U,1875,9
1470,CANV,1966,2,MF,1,A,4,M,13051,56
1470,CANV,1966,2,MF,1,A,5,F,7544,41
1470,CANV,1966,2,MF,2,I,0,U,196,2
1470,CANV,1966,2,MF,2,I,4,M,22044,141
1470,CANV,1966,2,MF,2,I,5,F,15917,94
1470,CANV,1966,3,CF,0,U,0,U,102,1
1470,CANV,1966,3,CF,0,U,5,F,217,1
1470,CANV,1966,3,CF,1,A,0,U,95,1
1470,CANV,1966,3,CF,1,A,4,M,6628,43
1470,CANV,1966,3,CF,1,A,5,F,4559,30
1470,CANV,1966,3,CF,2,I,4,M,16003,105
1470,CANV,1966,3,CF,2,I,5,F,13372,99
1470,CANV,1966,4,PF,0,U,0,U,949,5
1470,CANV,1966,4,PF,0,U,4,M,150,1
1470,CANV,1966,4,PF,0,U,5,F,213,1
1470,CANV,1966,4,PF,1,A,4,M,11070,55
1470,CANV,1966,4,PF,1,A,5,F,10057,55
1470,CANV,1966,4,PF,2,I,4,M,24089,142
1470,CANV,1966,4,PF,2,I,5,F,20265,114
1470,CANV,1966,5,AK,2,I,4,M,197,2
1470,CANV,1967,1,AF,0,U,0,U,393,4
1470,CANV,1967,1,AF,1,A,4,M,5963,64
1470,CANV,1967,1,AF,1,A,5,F,2607,31
1470,CANV,1967,1,AF,2,I,4,M,6302,76
1470,CANV,1967,1,AF,2,I,5,F,5818,59
1470,CANV,1967,2,MF,0,U,0,U,1163,7
1470,CANV,1967,2,MF,1,A,4,M,11067,55
1470,CANV,1967,2,MF,1,A,5,F,5568,30
1470,CANV,1967,2,MF,2,I,4,M,17403,77
1470,CANV,1967,2,MF,2,I,5,F,10840,48
1470,CANV,1967,3,CF,0,U,0,U,391,2
1470,CANV,1967,3,CF,1,A,4,M,2957,21
1470,CANV,1967,3,CF,1,A,5,F,2895,19
1470,CANV,1967,3,CF,2,I,0,U,215,1
1470,CANV,1967,3,CF,2,I,4,M,8691,55
1470,CANV,1967,3,CF,2,I,5,F,6921,49
1470,CANV,1967,4,PF,0,U,0,U,267,1
1470,CANV,1967,4,PF,1,A,4,M,4935,27
1470,CANV,1967,4,PF,1,A,5,F,4402,25
1470,CANV,1967,4,PF,2,I,4,M,10635,60
1470,CANV,1967,4,PF,2,I,5,F,7626,54
1470,CANV,1967,5,AK,2,I,4,M,67,1
1470,CANV,1968,1,AF,0,U,0,U,631,6
1470,CANV,1968,1,AF,1,A,4,M,5339,48
1470,CANV,1968,1,AF,1,A,5,F,1966,16
1470,CANV,1968,1,AF,2,I,4,M,2265,22
1470,CANV,1968,1,AF,2,I,5,F,3443,34
1470,CANV,1968,2,MF,0,U,0,U,860,5
1470,CANV,1968,2,MF,1,A,4,M,5553,42
1470,CANV,1968,2,MF,1,A,5,F,5391,38
1470,CANV,1968,2,MF,2,I,4,M,4898,31
1470,CANV,1968,2,MF,2,I,5,F,4965,33
1470,CANV,1968,3,CF,0,U,5,F,98,1
1470,CANV,1968,3,CF,1,A,4,M,2376,23
1470,CANV,1968,3,CF,1,A,5,F,1449,14
1470,CANV,1968,3,CF,2,I,4,M,1574,16
1470,CANV,1968,3,CF,2,I,5,F,1299,9
1470,CANV,1968,4,PF,0,U,0,U,164,1
1470,CANV,1968,4,PF,1,A,4,M,6112,36
1470,CANV,1968,4,PF,1,A,5,F,3673,26
1470,CANV,1968,4,PF,2,I,4,M,3648,22
1470,CANV,1968,4,PF,2,I,5,F,4397,25
1470,CANV,1968,5,AK,2,I,5,F,39,1
1470,CANV,1969,1,AF,0,U,0,U,469,4
1470,CANV,1969,1,AF,1,A,4,M,13764,115
1470,CANV,1969,1,AF,1,A,5,F,6762,55
1470,CANV,1969,1,AF,2,I,4,M,12520,102
1470,CANV,1969,1,AF,2,I,5,F,7843,60
1470,CANV,1969,2,MF,0,U,0,U,709,5
1470,CANV,1969,2,MF,1,A,4,M,5647,28
1470,CANV,1969,2,MF,1,A,5,F,1926,9
1470,CANV,1969,2,MF,2,I,4,M,11372,53
1470,CANV,1969,2,MF,2,I,5,F,7396,35
1470,CANV,1969,3,CF,0,U,0,U,226,4
1470,CANV,1969,3,CF,1,A,4,M,5049,22
1470,CANV,1969,3,CF,1,A,5,F,4554,21
1470,CANV,1969,3,CF,2,I,4,M,10914,67
1470,CANV,1969,3,CF,2,I,5,F,10597,57
1470,CANV,1969,4,PF,0,U,0,U,176,1
1470,CANV,1969,4,PF,1,A,4,M,3510,19
1470,CANV,1969,4,PF,1,A,5,F,3329,20
1470,CANV,1969,4,PF,2,I,4,M,10278,61
1470,CANV,1969,4,PF,2,I,5,F,8690,62
1470,CANV,1969,5,AK,2,I,4,M,138,3
1470,CANV,1969,5,AK,2,I,5,F,135,3
1470,CANV,1970,1,AF,0,U,0,U,124,1
1470,CANV,1970,1,AF,1,A,4,M,3444,27
1470,CANV,1970,1,AF,1,A,5,F,3099,23
1470,CANV,1970,1,AF,2,I,4,M,5960,50
1470,CANV,1970,1,AF,2,I,5,F,5174,37
1470,CANV,1970,2,MF,0,U,0,U,947,4
1470,CANV,1970,2,MF,1,A,4,M,7792,41
1470,CANV,1970,2,MF,1,A,5,F,4285,21
1470,CANV,1970,2,MF,2,I,4,M,12688,54
1470,CANV,1970,2,MF,2,I,5,F,14380,66
1470,CANV,1970,3,CF,0,U,0,U,121,1
1470,CANV,1970,3,CF,1,A,4,M,3484,27
1470,CANV,1970,3,CF,1,A,5,F,4019,24
1470,CANV,1970,3,CF,2,I,4,M,7794,55
1470,CANV,1970,3,CF,2,I,5,F,5030,37
1470,CANV,1970,4,PF,0,U,0,U,322,1
1470,CANV,1970,4,PF,0,U,4,M,53,1
1470,CANV,1970,4,PF,1,A,4,M,10714,45
1470,CANV,1970,4,PF,1,A,5,F,9584,38
1470,CANV,1970,4,PF,2,I,4,M,19007,82
1470,CANV,1970,4,PF,2,I,5,F,15688,74
1470,CANV,1970,5,AK,1,A,5,F,46,1
1470,CANV,1970,5,AK,2,I,4,M,231,5
1470,CANV,1970,5,AK,2,I,5,F,185,4
1470,CANV,1971,1,AF,0,U,0,U,827,9
1470,CANV,1971,1,AF,1,A,4,M,9680,101
1470,CANV,1971,1,AF,1,A,5,F,5880,54
1470,CANV,1971,1,AF,2,I,4,M,8004,68
1470,CANV,1971,1,AF,2,I,5,F,6740,54
1470,CANV,1971,2,MF,1,A,4,M,7968,37
1470,CANV,1971,2,MF,1,A,5,F,3940,17
1470,CANV,1971,2,MF,2,I,4,M,13036,56
1470,CANV,1971,2,MF,2,I,5,F,10249,39
1470,CANV,1971,3,CF,0,U,0,U,378,2
1470,CANV,1971,3,CF,1,A,4,M,3489,18
1470,CANV,1971,3,CF,1,A,5,F,1887,10
1470,CANV,1971,3,CF,2,I,4,M,4963,31
1470,CANV,1971,3,CF,2,I,5,F,3478,20
1470,CANV,1971,4,PF,0,U,0,U,72,1
1470,CANV,1971,4,PF,1,A,4,M,12440,60
1470,CANV,1971,4,PF,1,A,5,F,9030,42
1470,CANV,1971,4,PF,2,I,4,M,16930,85
1470,CANV,1971,4,PF,2,I,5,F,16305,74
1470,CANV,1971,5,AK,2,I,5,F,118,1
1470,CANV,1972,1,AF,1,A,4,M,226,1
1470,CANV,1972,2,MF,1,A,4,M,494,1
1470,CANV,1972,2,MF,2,I,4,M,435,1
1470,CANV,1972,3,CF,0,U,0,U,99,1
1470,CANV,1972,3,CF,1,A,4,M,65,1
1470,CANV,1972,3,CF,2,I,4,M,404,2
1470,CANV,1972,4,PF,1,A,4,M,308,1
1470,CANV,1972,4,PF,2,I,4,M,61,1
1470,CANV,1972,4,PF,2,I,5,F,1675,7
1470,CANV,1972,5,AK,1,A,5,F,42,1
1470,CANV,1972,5,AK,2,I,4,M,230,5
1470,CANV,1972,5,AK,2,I,5,F,42,1
1470,CANV,1973,1,AF,2,I,5,F,224,2
1470,CANV,1973,2,MF,0,U,0,U,543,2
1470,CANV,1973,2,MF,1,A,4,M,4194,18
1470,CANV,1973,2,MF,1,A,5,F,3895,15
1470,CANV,1973,2,MF,2,I,4,M,4432,23
1470,CANV,1973,2,MF,2,I,5,F,1558,9
1470,CANV,1973,3,CF,1,A,4,M,1732,11
1470,CANV,1973,3,CF,1,A,5,F,856,5
1470,CANV,1973,3,CF,2,I,4,M,2739,16
1470,CANV,1973,3,CF,2,I,5,F,1993,15
1470,CANV,1973,4,PF,0,U,0,U,135,1
1470,CANV,1973,4,PF,1,A,4,M,2654,12
1470,CANV,1973,4,PF,1,A,5,F,4082,19
1470,CANV,1973,4,PF,2,I,4,M,7669,36
1470,CANV,1973,4,PF,2,I,5,F,8521,38
1470,CANV,1973,5,AK,2,I,5,F,111,2
1470,CANV,1974,1,AF,1,A,5,F,81,1
1470,CANV,1974,1,AF,2,I,5,F,608,3
1470,CANV,1974,2,MF,0,U,0,U,850,4
1470,CANV,1974,2,MF,1,A,4,M,3899,12
1470,CANV,1974,2,MF,1,A,5,F,2564,14
1470,CANV,1974,2,MF,2,I,4,M,4243,15
1470,CANV,1974,2,MF,2,I,5,F,4557,21
1470,CANV,1974,3,CF,0,U,0,U,805,1
1470,CANV,1974,3,CF,1,A,4,M,2017,16
1470,CANV,1974,3,CF,1,A,5,F,3246,21
1470,CANV,1974,3,CF,2,I,4,M,6723,33
1470,CANV,1974,3,CF,2,I,5,F,6489,32
1470,CANV,1974,4,PF,0,U,0,U,550,3
1470,CANV,1974,4,PF,1,A,4,M,5352,26
1470,CANV,1974,4,PF,1,A,5,F,4490,22
1470,CANV,1974,4,PF,2,I,4,M,11962,61
1470,CANV,1974,4,PF,2,I,5,F,16412,88
1470,CANV,1974,5,AK,2,I,4,M,253,6
1470,CANV,1974,5,AK,2,I,5,F,157,4
1470,CANV,1975,1,AF,1,A,4,M,96,1
1470,CANV,1975,1,AF,1,A,5,F,136,1
1470,CANV,1975,1,AF,2,I,4,M,686,5
1470,CANV,1975,1,AF,2,I,5,F,710,8
1470,CANV,1975,2,MF,0,U,0,U,795,1
1470,CANV,1975,2,MF,0,U,5,F,143,1
1470,CANV,1975,2,MF,1,A,4,M,4357,22
1470,CANV,1975,2,MF,1,A,5,F,5414,17
1470,CANV,1975,2,MF,2,I,4,M,7833,51
1470,CANV,1975,2,MF,2,I,5,F,12016,68
1470,CANV,1975,3,CF,0,U,4,M,146,1
1470,CANV,1975,3,CF,1,A,4,M,2895,20
1470,CANV,1975,3,CF,1,A,5,F,2537,14
1470,CANV,1975,3,CF,2,I,4,M,4980,36
1470,CANV,1975,3,CF,2,I,5,F,5339,34
1470,CANV,1975,4,PF,0,U,0,U,291,2
1470,CANV,1975,4,PF,1,A,4,M,11149,58
1470,CANV,1975,4,PF,1,A,5,F,6453,39
1470,CANV,1975,4,PF,2,I,4,M,13275,82
1470,CANV,1975,4,PF,2,I,5,F,14491,95
1470,CANV,1975,5,AK,1,A,5,F,34,1
1470,CANV,1975,5,AK,2,I,4,M,128,3
1470,CANV,1975,5,AK,2,I,5,F,34,1
1470,CANV,1976,1,AF,0,U,0,U,248,2
1470,CANV,1976,1,AF,1,A,4,M,3790,36
1470,CANV,1976,1,AF,1,A,5,F,5026,43
1470,CANV,1976,1,AF,2,I,4,M,6267,56
1470,CANV,1976,1,AF,2,I,5,F,7892,62
1470,CANV,1976,2,MF,0,U,0,U,87,1
1470,CANV,1976,2,MF,1,A,4,M,8783,36
1470,CANV,1976,2,MF,1,A,5,F,7156,27
1470,CANV,1976,2,MF,2,I,4,M,7582,33
1470,CANV,1976,2,MF,2,I,5,F,10300,44
1470,CANV,1976,3,CF,1,A,4,M,2671,17
1470,CANV,1976,3,CF,1,A,5,F,3881,22
1470,CANV,1976,3,CF,2,I,4,M,5503,33
1470,CANV,1976,3,CF,2,I,5,F,5946,29
1470,CANV,1976,4,PF,1,A,4,M,13485,52
1470,CANV,1976,4,PF,1,A,5,F,9364,44
1470,CANV,1976,4,PF,2,I,4,M,13852,58
1470,CANV,1976,4,PF,2,I,5,F,15095,62
1470,CANV,1976,5,AK,2,I,4,M,71,1
1470,CANV,1976,5,AK,2,I,5,F,356,4
1470,CANV,1977,1,AF,1,A,4,M,2120,17
1470,CANV,1977,1,AF,1,A,5,F,2910,17
1470,CANV,1977,1,AF,2,I,4,M,935,8
1470,CANV,1977,1,AF,2,I,5,F,985,9
1470,CANV,1977,2,MF,0,U,0,U,253,1
1470,CANV,1977,2,MF,1,A,4,M,10950,43
1470,CANV,1977,2,MF,1,A,5,F,6138,24
1470,CANV,1977,2,MF,2,I,4,M,3723,17
1470,CANV,1977,2,MF,2,I,5,F,3697,18
1470,CANV,1977,3,CF,1,A,4,M,3885,27
1470,CANV,1977,3,CF,1,A,5,F,4761,28
1470,CANV,1977,3,CF,2,I,4,M,819,7
1470,CANV,1977,3,CF,2,I,5,F,1366,9
1470,CANV,1977,4,PF,1,A,4,M,12578,41
1470,CANV,1977,4,PF,1,A,5,F,8773,32
1470,CANV,1977,4,PF,2,I,4,M,5504,25
1470,CANV,1977,4,PF,2,I,5,F,5632,31
1470,CANV,1977,5,AK,1,A,5,F,133,2
1470,CANV,1977,5,AK,2,I,4,M,188,2
1470,CANV,1977,5,AK,2,I,5,F,109,1
1470,CANV,1978,1,AF,1,A,4,M,1487,12
1470,CANV,1978,1,AF,1,A,5,F,1409,12
1470,CANV,1978,1,AF,2,I,4,M,1214,11
1470,CANV,1978,1,AF,2,I,5,F,1342,10
1470,CANV,1978,2,MF,1,A,4,M,2468,10
1470,CANV,1978,2,MF,1,A,5,F,5226,21
1470,CANV,1978,2,MF,2,I,4,M,4658,19
1470,CANV,1978,2,MF,2,I,5,F,8001,27
1470,CANV,1978,3,CF,1,A,4,M,1782,11
1470,CANV,1978,3,CF,1,A,5,F,2026,11
1470,CANV,1978,3,CF,2,I,4,M,2221,13
1470,CANV,1978,3,CF,2,I,5,F,975,7
1470,CANV,1978,4,PF,1,A,4,M,7360,27
1470,CANV,1978,4,PF,1,A,5,F,6034,23
1470,CANV,1978,4,PF,2,I,4,M,9136,49
1470,CANV,1978,4,PF,2,I,5,F,8558,38
1470,CANV,1978,5,AK,2,I,4,M,58,1
1470,CANV,1978,5,AK,2,I,5,F,261,3
1470,CANV,1979,1,AF,0,U,4,M,124,1
1470,CANV,1979,1,AF,1,A,4,M,1178,14
1470,CANV,1979,1,AF,1,A,5,F,1183,14
1470,CANV,1979,1,AF,2,I,4,M,2946,28
1470,CANV,1979,1,AF,2,I,5,F,3818,31
1470,CANV,1979,2,MF,1,A,4,M,4036,18
1470,CANV,1979,2,MF,1,A,5,F,3977,16
1470,CANV,1979,2,MF,2,I,4,M,14296,49
1470,CANV,1979,2,MF,2,I,5,F,17077,53
1470,CANV,1979,3,CF,1,A,4,M,1500,7
1470,CANV,1979,3,CF,1,A,5,F,3029,17
1470,CANV,1979,3,CF,2,I,4,M,5971,43
1470,CANV,1979,3,CF,2,I,5,F,6821,41
1470,CANV,1979,4,PF,1,A,4,M,3383,17
1470,CANV,1979,4,PF,1,A,5,F,3190,17
1470,CANV,1979,4,PF,2,I,4,M,8014,45
1470,CANV,1979,4,PF,2,I,5,F,11440,53
1470,CANV,1979,5,AK,2,I,4,M,70,1
1470,CANV,1979,5,AK,2,I,5,F,211,3
1470,CANV,1980,1,AF,0,U,0,U,151,1
1470,CANV,1980,1,AF,1,A,4,M,2533,22
1470,CANV,1980,1,AF,1,A,5,F,1479,15
1470,CANV,1980,1,AF,2,I,4,M,1900,17
1470,CANV,1980,1,AF,2,I,5,F,2119,24
1470,CANV,1980,2,MF,0,U,4,M,198,1
1470,CANV,1980,2,MF,1,A,4,M,6048,30
1470,CANV,1980,2,MF,1,A,5,F,7329,28
1470,CANV,1980,2,MF,2,I,4,M,7315,40
1470,CANV,1980,2,MF,2,I,5,F,6442,33
1470,CANV,1980,3,CF,1,A,4,M,1386,11
1470,CANV,1980,3,CF,1,A,5,F,1019,7
1470,CANV,1980,3,CF,2,I,4,M,3406,26
1470,CANV,1980,3,CF,2,I,5,F,1988,12
1470,CANV,1980,4,PF,1,A,4,M,4343,18
1470,CANV,1980,4,PF,1,A,5,F,5804,24
1470,CANV,1980,4,PF,2,I,4,M,5875,37
1470,CANV,1980,4,PF,2,I,5,F,7107,35
1470,CANV,1980,5,AK,1,A,4,M,67,1
1470,CANV,1980,5,AK,1,A,5,F,202,3
1470,CANV,1980,5,AK,2,I,4,M,67,1
1470,CANV,1980,5,AK,2,I,5,F,293,4
1470,CANV,1981,1,AF,0,U,0,U,102,1
1470,CANV,1981,1,AF,1,A,4,M,2336,20
1470,CANV,1981,1,AF,1,A,5,F,2496,21
1470,CANV,1981,1,AF,2,I,4,M,2245,19
1470,CANV,1981,1,AF,2,I,5,F,963,8
1470,CANV,1981,2,MF,0,U,0,U,191,1
1470,CANV,1981,2,MF,1,A,4,M,8950,40
1470,CANV,1981,2,MF,1,A,5,F,5968,27
1470,CANV,1981,2,MF,2,I,4,M,2699,13
1470,CANV,1981,2,MF,2,I,5,F,2199,12
1470,CANV,1981,3,CF,1,A,4,M,2362,10
1470,CANV,1981,3,CF,1,A,5,F,560,7
1470,CANV,1981,3,CF,2,I,4,M,1407,12
1470,CANV,1981,3,CF,2,I,5,F,567,7
1470,CANV,1981,4,PF,0,U,4,M,134,1
1470,CANV,1981,4,PF,1,A,4,M,7407,48
1470,CANV,1981,4,PF,1,A,5,F,7032,51
1470,CANV,1981,4,PF,2,I,4,M,5468,41
1470,CANV,1981,4,PF,2,I,5,F,4889,39
1470,CANV,1981,5,AK,1,A,5,F,40,1
1470,CANV,1981,5,AK,2,I,4,M,40,1
1470,CANV,1981,5,AK,2,I,5,F,245,4
1470,CANV,1982,1,AF,1,A,4,M,430,7
1470,CANV,1982,1,AF,1,A,5,F,848,10
1470,CANV,1982,1,AF,2,I,4,M,879,8
1470,CANV,1982,1,AF,2,I,5,F,938,10
1470,CANV,1982,2,MF,1,A,4,M,2683,20
1470,CANV,1982,2,MF,1,A,5,F,2663,15
1470,CANV,1982,2,MF,2,I,4,M,3195,16
1470,CANV,1982,2,MF,2,I,5,F,5404,28
1470,CANV,1982,3,CF,1,A,4,M,3310,14
1470,CANV,1982,3,CF,1,A,5,F,1649,10
1470,CANV,1982,3,CF,2,I,4,M,1494,13
1470,CANV,1982,3,CF,2,I,5,F,1677,10
1470,CANV,1982,4,PF,1,A,4,M,5456,31
1470,CANV,1982,4,PF,1,A,5,F,5047,34
1470,CANV,1982,4,PF,2,I,4,M,4537,31
1470,CANV,1982,4,PF,2,I,5,F,4780,39
1470,CANV,1982,5,AK,2,I,4,M,63,1
1470,CANV,1983,1,AF,0,U,0,U,86,1
1470,CANV,1983,1,AF,0,U,4,M,143,1
1470,CANV,1983,1,AF,1,A,4,M,5755,57
1470,CANV,1983,1,AF,1,A,5,F,2016,24
1470,CANV,1983,1,AF,2,I,4,M,4182,47
1470,CANV,1983,1,AF,2,I,5,F,2105,26
1470,CANV,1983,2,MF,1,A,4,M,4654,24
1470,CANV,1983,2,MF,1,A,5,F,6149,24
1470,CANV,1983,2,MF,2,I,4,M,9900,62
1470,CANV,1983,2,MF,2,I,5,F,10275,58
1470,CANV,1983,3,CF,1,A,4,M,1734,13
1470,CANV,1983,3,CF,1,A,5,F,3013,20
1470,CANV,1983,3,CF,2,I,4,M,4827,39
1470,CANV,1983,3,CF,2,I,5,F,4633,33
1470,CANV,1983,4,PF,0,U,0,U,62,1
1470,CANV,1983,4,PF,1,A,4,M,3190,25
1470,CANV,1983,4,PF,1,A,5,F,2633,18
1470,CANV,1983,4,PF,2,I,0,U,154,1
1470,CANV,1983,4,PF,2,I,4,M,8007,59
1470,CANV,1983,4,PF,2,I,5,F,7555,57
1470,CANV,1983,5,AK,1,A,5,F,41,1
1470,CANV,1983,5,AK,2,I,4,M,343,8
1470,CANV,1983,5,AK,2,I,5,F,506,12
1470,CANV,1984,1,AF,1,A,4,M,4270,35
1470,CANV,1984,1,AF,1,A,5,F,798,8
1470,CANV,1984,1,AF,2,I,4,M,1826,18
1470,CANV,1984,1,AF,2,I,5,F,1637,16
1470,CANV,1984,2,MF,1,A,4,M,6775,32
1470,CANV,1984,2,MF,1,A,5,F,5489,21
1470,CANV,1984,2,MF,2,I,4,M,4433,27
1470,CANV,1984,2,MF,2,I,5,F,6318,32
1470,CANV,1984,3,CF,0,U,0,U,174,1
1470,CANV,1984,3,CF,1,A,4,M,3163,28
1470,CANV,1984,3,CF,1,A,5,F,4311,29
1470,CANV,1984,3,CF,2,I,4,M,2917,23
1470,CANV,1984,3,CF,2,I,5,F,3651,33
1470,CANV,1984,4,PF,1,A,4,M,6660,47
1470,CANV,1984,4,PF,1,A,5,F,8576,54
1470,CANV,1984,4,PF,2,I,4,M,4083,31
1470,CANV,1984,4,PF,2,I,5,F,6229,39
1470,CANV,1984,5,AK,1,A,4,M,147,2
1470,CANV,1984,5,AK,2,I,4,M,192,3
1470,CANV,1984,5,AK,2,I,5,F,293,4
1470,CANV,1985,1,AF,0,U,4,M,118,1
1470,CANV,1985,1,AF,0,U,5,F,118,1
1470,CANV,1985,1,AF,1,A,4,M,4575,46
1470,CANV,1985,1,AF,1,A,5,F,1042,16
1470,CANV,1985,1,AF,2,I,4,M,1895,17
1470,CANV,1985,1,AF,2,I,5,F,1273,14
1470,CANV,1985,2,MF,0,U,0,U,457,3
1470,CANV,1985,2,MF,1,A,4,M,4731,28
1470,CANV,1985,2,MF,1,A,5,F,4383,24
1470,CANV,1985,2,MF,2,I,4,M,6562,31
1470,CANV,1985,2,MF,2,I,5,F,6928,33
1470,CANV,1985,3,CF,1,A,4,M,1412,16
1470,CANV,1985,3,CF,1,A,5,F,1986,20
1470,CANV,1985,3,CF,2,I,4,M,3488,40
1470,CANV,1985,3,CF,2,I,5,F,3531,31
1470,CANV,1985,4,PF,1,A,4,M,11454,77
1470,CANV,1985,4,PF,1,A,5,F,8263,55
1470,CANV,1985,4,PF,2,I,4,M,9346,72
1470,CANV,1985,4,PF,2,I,5,F,8247,64
1470,CANV,1985,5,AK,2,I,4,M,131,3
1470,CANV,1985,5,AK,2,I,5,F,285,6
1470,CANV,1986,1,AF,2,I,4,M,204,2
1470,CANV,1986,2,MF,1,A,4,M,594,3
1470,CANV,1986,3,CF,1,A,4,M,143,1
1470,CANV,1986,3,CF,1,A,5,F,114,1
1470,CANV,1986,3,CF,2,I,4,M,293,2
1470,CANV,1986,3,CF,2,I,5,F,514,4
1470,CANV,1986,4,PF,1,A,4,M,7252,36
1470,CANV,1986,4,PF,1,A,5,F,4784,26
1470,CANV,1986,4,PF,2,I,4,M,4811,34
1470,CANV,1986,4,PF,2,I,5,F,5271,36
1470,CANV,1986,5,AK,2,I,4,M,164,2
1470,CANV,1986,5,AK,2,I,5,F,98,1
1470,CANV,1987,1,AF,1,A,5,F,76,1
1470,CANV,1987,2,MF,2,I,5,F,802,4
1470,CANV,1987,3,CF,1,A,4,M,35,1
1470,CANV,1987,3,CF,1,A,5,F,35,1
1470,CANV,1987,3,CF,2,I,4,M,382,6
1470,CANV,1987,3,CF,2,I,5,F,332,4
1470,CANV,1987,4,PF,0,U,0,U,316,2
1470,CANV,1987,4,PF,1,A,4,M,3699,30
1470,CANV,1987,4,PF,1,A,5,F,3772,26
1470,CANV,1987,4,PF,2,I,4,M,4816,40
1470,CANV,1987,4,PF,2,I,5,F,5110,37
1470,CANV,1987,5,AK,2,I,4,M,221,5
1470,CANV,1987,5,AK,2,I,5,F,271,6
1470,CANV,1988,1,AF,1,A,4,M,82,1
1470,CANV,1988,2,MF,1,A,5,F,141,1
1470,CANV,1988,3,CF,1,A,4,M,34,1
1470,CANV,1988,3,CF,1,A,5,F,104,2
1470,CANV,1988,3,CF,2,I,4,M,52,1
1470,CANV,1988,4,PF,1,A,5,F,68,1
1470,CANV,1988,4,PF,2,I,4,M,317,4
1470,CANV,1988,4,PF,2,I,5,F,51,1
1470,CANV,1988,5,AK,2,I,4,M,103,4
1470,CANV,1988,5,AK,2,I,5,F,51,2
1470,CANV,1989,1,AF,1,A,4,M,86,1
1470,CANV,1989,1,AF,1,A,5,F,86,1
1470,CANV,1989,1,AF,2,I,4,M,55,1
1470,CANV,1989,2,MF,1,A,4,M,254,1
1470,CANV,1989,2,MF,1,A,5,F,32,1
1470,CANV,1989,2,MF,2,I,5,F,222,2
1470,CANV,1989,3,CF,1,A,5,F,189,3
1470,CANV,1989,3,CF,2,I,4,M,89,1
1470,CANV,1989,3,CF,2,I,5,F,54,1
1470,CANV,1989,4,PF,0,U,0,U,57,1
1470,CANV,1989,4,PF,1,A,4,M,2194,25
1470,CANV,1989,4,PF,1,A,5,F,1787,19
1470,CANV,1989,4,PF,2,I,4,M,2505,31
1470,CANV,1989,4,PF,2,I,5,F,3207,44
1470,CANV,1989,5,AK,1,A,4,M,36,1
1470,CANV,1989,5,AK,2,I,4,M,165,4
1470,CANV,1989,5,AK,2,I,5,F,29,1
1470,CANV,1990,1,AF,1,A,4,M,68,1
1470,CANV,1990,1,AF,2,I,5,F,36,1
1470,CANV,1990,2,MF,1,A,4,M,188,1
1470,CANV,1990,2,MF,2,I,4,M,68,1
1470,CANV,1990,2,MF,2,I,5,F,55,1
1470,CANV,1990,3,CF,0,U,4,M,117,1
1470,CANV,1990,3,CF,0,U,5,F,108,1
1470,CANV,1990,3,CF,2,I,5,F,109,1
1470,CANV,1990,4,PF,0,U,0,U,24,1
1470,CANV,1990,4,PF,0,U,5,F,147,2
1470,CANV,1990,4,PF,1,A,4,M,1559,23
1470,CANV,1990,4,PF,1,A,5,F,1368,21
1470,CANV,1990,4,PF,2,I,4,M,2586,40
1470,CANV,1990,4,PF,2,I,5,F,1383,21
1470,CANV,1990,5,AK,1,A,5,F,55,1
1470,CANV,1990,5,AK,2,I,4,M,119,3
1470,CANV,1990,5,AK,2,I,5,F,151,4
1470,CANV,1991,2,MF,1,A,4,M,237,2
1470,CANV,1991,3,CF,1,A,4,M,47,1
1470,CANV,1991,3,CF,1,A,5,F,52,1
1470,CANV,1991,3,CF,2,I,4,M,193,3
1470,CANV,1991,3,CF,2,I,5,F,68,1
1470,CANV,1991,4,PF,1,A,4,M,827,13
1470,CANV,1991,4,PF,1,A,5,F,1101,16
1470,CANV,1991,4,PF,2,I,4,M,2276,34
1470,CANV,1991,4,PF,2,I,5,F,2957,46
1470,CANV,1991,5,AK,2,I,4,M,193,2
1470,CANV,1991,5,AK,2,I,5,F,340,5
1470,CANV,1992,2,MF,2,I,5,F,199,3
1470,CANV,1992,3,CF,2,I,4,M,56,1
1470,CANV,1992,3,CF,2,I,5,F,45,1
1470,CANV,1992,4,PF,0,U,0,U,79,2
1470,CANV,1992,4,PF,1,A,4,M,5556,119
1470,CANV,1992,4,PF,1,A,5,F,1840,38
1470,CANV,1992,4,PF,2,I,4,M,1984,33
1470,CANV,1992,4,PF,2,I,5,F,1676,30
1470,CANV,1992,5,AK,2,I,4,M,99,2
1470,CANV,1992,5,AK,2,I,5,F,136,3
1470,CANV,1993,1,AF,2,I,5,F,51,1
1470,CANV,1993,2,MF,1,A,5,F,62,1
