AOU,Species,Season,FWNo,Flyway,AgeCode,Age,SexCode,Sex,Harvest_estimate,Number_parts
1460,REDH,2000,4,PF,1,A,5,F,2974,28
1460,REDH,2000,4,PF,2,I,4,M,3010,27
1460,REDH,2000,4,PF,2,I,5,F,3266,30
1460,REDH,2000,5,AK,1,A,5,F,164,2
1460,REDH,2001,1,AF,1,A,4,M,2447,20
1460,REDH,2001,1,AF,1,A,5,F,2559,17
1460,REDH,2001,1,AF,2,I,4,M,1573,14
1460,REDH,2001,1,AF,2,I,5,F,728,5
1460,REDH,2001,2,MF,0,U,0,U,861,3
1460,REDH,2001,2,MF,0,U,4,M,332,1
1460,REDH,2001,2,MF,0,U,5,F,189,1
1460,REDH,2001,2,MF,1,A,4,M,8893,33
1460,REDH,2001,2,MF,1,A,5,F,8393,32
1460,REDH,2001,2,MF,2,I,4,M,20734,73
1460,REDH,2001,2,MF,2,I,5,F,13321,48
1460,REDH,2001,3,CF,0,U,0,U,1712,5
1460,REDH,2001,3,CF,0,U,5,F,466,2
1460,REDH,2001,3,CF,1,A,4,M,39768,142
1460,REDH,2001,3,CF,1,A,5,F,13379,66
1460,REDH,2001,3,CF,2,I,0,U,342,1
1460,REDH,2001,3,CF,2,I,4,M,22275,115
1460,REDH,2001,3,CF,2,I,5,F,15268,79
1460,REDH,2001,4,PF,1,A,4,M,5810,62
1460,REDH,2001,4,PF,1,A,5,F,2323,26
1460,REDH,2001,4,PF,2,I,4,M,2123,22
1460,REDH,2001,4,PF,2,I,5,F,1448,16
1460,REDH,2002,1,AF,1,A,4,M,1200,15
1460,REDH,2002,1,AF,1,A,5,F,915,11
1460,REDH,2002,1,AF,2,I,5,F,209,2
1460,REDH,2002,2,MF,1,A,4,M,14066,45
1460,REDH,2002,2,MF,1,A,5,F,8694,28
1460,REDH,2002,2,MF,2,I,4,M,2624,10
1460,REDH,2002,2,MF,2,I,5,F,2180,8
1460,REDH,2002,3,CF,0,U,4,M,435,2
1460,REDH,2002,3,CF,1,A,4,M,14281,105
1460,REDH,2002,3,CF,1,A,5,F,9290,74
1460,REDH,2002,3,CF,2,I,4,M,2880,24
1460,REDH,2002,3,CF,2,I,5,F,2671,20
1460,REDH,2002,4,PF,1,A,4,M,2894,43
1460,REDH,2002,4,PF,1,A,5,F,2214,34
1460,REDH,2002,4,PF,2,I,0,U,69,1
1460,REDH,2002,4,PF,2,I,4,M,2235,29
1460,REDH,2002,4,PF,2,I,5,F,3299,44
1460,REDH,2002,5,AK,1,A,4,M,69,1
1460,REDH,2002,5,AK,2,I,4,M,69,1
1460,REDH,2002,5,AK,2,I,5,F,69,1
1460,REDH,2003,1,AF,0,U,4,M,77,1
1460,REDH,2003,1,AF,1,A,4,M,2742,29
1460,REDH,2003,1,AF,1,A,5,F,822,9
1460,REDH,2003,1,AF,2,I,4,M,870,10
1460,REDH,2003,1,AF,2,I,5,F,1059,11
1460,REDH,2003,2,MF,0,U,0,U,799,2
1460,REDH,2003,2,MF,0,U,4,M,188,1
1460,REDH,2003,2,MF,0,U,5,F,416,1
1460,REDH,2003,2,MF,1,A,4,M,7713,27
1460,REDH,2003,2,MF,1,A,5,F,5112,19
1460,REDH,2003,2,MF,2,I,4,M,10331,37
1460,REDH,2003,2,MF,2,I,5,F,9982,31
1460,REDH,2003,3,CF,1,A,4,M,7603,56
1460,REDH,2003,3,CF,1,A,5,F,5417,39
1460,REDH,2003,3,CF,2,I,4,M,11682,85
1460,REDH,2003,3,CF,2,I,5,F,9699,70
1460,REDH,2003,4,PF,0,U,0,U,358,3
1460,REDH,2003,4,PF,1,A,4,M,5244,59
1460,REDH,2003,4,PF,1,A,5,F,3099,37
1460,REDH,2003,4,PF,2,I,4,M,8225,94
1460,REDH,2003,4,PF,2,I,5,F,5840,62
1460,REDH,2003,5,AK,2,I,4,M,78,1
1460,REDH,2003,5,AK,2,I,5,F,78,1
1460,REDH,2004,1,AF,1,A,4,M,2425,28
1460,REDH,2004,1,AF,1,A,5,F,1606,18
1460,REDH,2004,1,AF,2,I,4,M,763,9
1460,REDH,2004,1,AF,2,I,5,F,402,4
1460,REDH,2004,2,MF,0,U,4,M,319,1
1460,REDH,2004,2,MF,0,U,5,F,220,1
1460,REDH,2004,2,MF,1,A,4,M,11652,40
1460,REDH,2004,2,MF,1,A,5,F,7732,29
1460,REDH,2004,2,MF,2,I,4,M,8173,32
1460,REDH,2004,2,MF,2,I,5,F,7239,26
1460,REDH,2004,3,CF,0,U,0,U,283,1
1460,REDH,2004,3,CF,1,A,4,M,13331,68
1460,REDH,2004,3,CF,1,A,5,F,5921,38
1460,REDH,2004,3,CF,2,I,4,M,10691,70
1460,REDH,2004,3,CF,2,I,5,F,4868,38
1460,REDH,2004,4,PF,0,U,0,U,75,1
1460,REDH,2004,4,PF,0,U,5,F,46,1
1460,REDH,2004,4,PF,1,A,4,M,5975,62
1460,REDH,2004,4,PF,1,A,5,F,2685,28
1460,REDH,2004,4,PF,2,I,4,M,8346,87
1460,REDH,2004,4,PF,2,I,5,F,5010,50
1460,REDH,2004,5,AK,2,I,4,M,81,1
1460,REDH,2005,1,AF,0,U,0,U,157,2
1460,REDH,2005,1,AF,1,A,4,M,1956,18
1460,REDH,2005,1,AF,1,A,5,F,913,8
1460,REDH,2005,1,AF,2,I,4,M,2834,36
1460,REDH,2005,1,AF,2,I,5,F,3431,40
1460,REDH,2005,2,MF,1,A,4,M,9190,39
1460,REDH,2005,2,MF,1,A,5,F,5772,25
1460,REDH,2005,2,MF,2,I,4,M,29127,120
1460,REDH,2005,2,MF,2,I,5,F,17963,75
1460,REDH,2005,3,CF,1,A,4,M,11737,61
1460,REDH,2005,3,CF,1,A,5,F,9400,55
1460,REDH,2005,3,CF,2,I,4,M,33326,205
1460,REDH,2005,3,CF,2,I,5,F,22221,126
1460,REDH,2005,4,PF,1,A,4,M,4715,53
1460,REDH,2005,4,PF,1,A,5,F,1927,20
1460,REDH,2005,4,PF,2,I,4,M,7572,89
1460,REDH,2005,4,PF,2,I,5,F,6416,72
1460,REDH,2005,5,AK,1,A,5,F,50,1
1460,REDH,2005,5,AK,2,I,4,M,50,1
1460,REDH,2005,5,AK,2,I,5,F,150,3
1460,REDH,2006,1,AF,1,A,4,M,369,5
1460,REDH,2006,1,AF,1,A,5,F,434,4
1460,REDH,2006,1,AF,2,I,4,M,726,7
1460,REDH,2006,1,AF,2,I,5,F,455,4
1460,REDH,2006,2,MF,0,U,0,U,945,3
1460,REDH,2006,2,MF,1,A,4,M,10333,40
1460,REDH,2006,2,MF,1,A,5,F,10342,43
1460,REDH,2006,2,MF,2,I,4,M,30822,111
1460,REDH,2006,2,MF,2,I,5,F,17058,64
1460,REDH,2006,3,CF,0,U,0,U,206,2
1460,REDH,2006,3,CF,0,U,4,M,161,2
1460,REDH,2006,3,CF,1,A,4,M,13194,70
1460,REDH,2006,3,CF,1,A,5,F,11999,82
1460,REDH,2006,3,CF,2,I,0,U,81,1
1460,REDH,2006,3,CF,2,I,4,M,30762,190
1460,REDH,2006,3,CF,2,I,5,F,22920,144
1460,REDH,2006,4,PF,1,A,4,M,7429,87
1460,REDH,2006,4,PF,1,A,5,F,3106,34
1460,REDH,2006,4,PF,2,I,4,M,9412,94
1460,REDH,2006,4,PF,2,I,5,F,6402,63
1460,REDH,2007,1,AF,0,U,0,U,118,1
1460,REDH,2007,1,AF,0,U,4,M,118,1
1460,REDH,2007,1,AF,1,A,4,M,2211,24
1460,REDH,2007,1,AF,1,A,5,F,621,6
1460,REDH,2007,1,AF,2,I,4,M,2380,25
1460,REDH,2007,1,AF,2,I,5,F,1787,18
1460,REDH,2007,2,MF,1,A,4,M,12342,48
1460,REDH,2007,2,MF,1,A,5,F,5934,23
1460,REDH,2007,2,MF,2,I,4,M,20321,73
1460,REDH,2007,2,MF,2,I,5,F,24430,92
1460,REDH,2007,3,CF,0,U,0,U,606,3
1460,REDH,2007,3,CF,1,A,4,M,18010,106
1460,REDH,2007,3,CF,1,A,5,F,8198,56
1460,REDH,2007,3,CF,2,I,0,U,239,1
1460,REDH,2007,3,CF,2,I,4,M,33009,205
1460,REDH,2007,3,CF,2,I,5,F,24748,157
1460,REDH,2007,4,PF,1,A,0,U,146,1
1460,REDH,2007,4,PF,1,A,4,M,5592,63
1460,REDH,2007,4,PF,1,A,5,F,2958,33
1460,REDH,2007,4,PF,2,I,4,M,6530,65
1460,REDH,2007,4,PF,2,I,5,F,3731,38
1460,REDH,2008,1,AF,0,U,0,U,105,1
1460,REDH,2008,1,AF,0,U,4,M,97,1
1460,REDH,2008,1,AF,1,A,4,M,4438,48
1460,REDH,2008,1,AF,1,A,5,F,1877,19
1460,REDH,2008,1,AF,2,I,4,M,465,5
1460,REDH,2008,1,AF,2,I,5,F,377,4
1460,REDH,2008,2,MF,1,A,4,M,15377,67
1460,REDH,2008,2,MF,1,A,5,F,10272,42
1460,REDH,2008,2,MF,2,I,4,M,7214,32
1460,REDH,2008,2,MF,2,I,5,F,10245,41
1460,REDH,2008,3,CF,0,U,0,U,196,1
1460,REDH,2008,3,CF,0,U,4,M,196,1
1460,REDH,2008,3,CF,1,A,4,M,22120,134
1460,REDH,2008,3,CF,1,A,5,F,10632,72
1460,REDH,2008,3,CF,2,I,0,U,101,1
1460,REDH,2008,3,CF,2,I,4,M,10859,72
1460,REDH,2008,3,CF,2,I,5,F,7336,52
1460,REDH,2008,4,PF,0,U,0,U,201,1
1460,REDH,2008,4,PF,0,U,4,M,32,1
1460,REDH,2008,4,PF,1,A,4,M,7337,73
1460,REDH,2008,4,PF,1,A,5,F,4119,34
1460,REDH,2008,4,PF,2,I,4,M,2958,31
1460,REDH,2008,4,PF,2,I,5,F,3027,25
1460,REDH,2008,5,AK,2,I,4,M,101,1
1460,REDH,2009,1,AF,1,A,4,M,6349,54
1460,REDH,2009,1,AF,1,A,5,F,2417,16
1460,REDH,2009,1,AF,2,I,4,M,1113,12
1460,REDH,2009,1,AF,2,I,5,F,2250,21
1460,REDH,2009,2,MF,0,U,0,U,214,1
1460,REDH,2009,2,MF,1,A,4,M,12715,64
1460,REDH,2009,2,MF,1,A,5,F,10054,49
1460,REDH,2009,2,MF,2,I,4,M,20344,79
1460,REDH,2009,2,MF,2,I,5,F,16534,65
1460,REDH,2009,3,CF,0,U,0,U,334,3
1460,REDH,2009,3,CF,0,U,4,M,108,1
1460,REDH,2009,3,CF,0,U,5,F,113,1
1460,REDH,2009,3,CF,1,A,4,M,18925,130
1460,REDH,2009,3,CF,1,A,5,F,12112,89
1460,REDH,2009,3,CF,2,I,0,U,111,1
1460,REDH,2009,3,CF,2,I,4,M,22826,167
1460,REDH,2009,3,CF,2,I,5,F,25446,186
1460,REDH,2009,4,PF,0,U,4,M,113,1
1460,REDH,2009,4,PF,0,U,5,F,70,1
1460,REDH,2009,4,PF,1,A,4,M,6620,61
1460,REDH,2009,4,PF,1,A,5,F,3746,34
1460,REDH,2009,4,PF,2,I,4,M,3224,27
1460,REDH,2009,4,PF,2,I,5,F,4076,35
1460,REDH,2010,1,AF,0,U,0,U,131,1
1460,REDH,2010,1,AF,1,A,4,M,5475,56
1460,REDH,2010,1,AF,1,A,5,F,2703,20
1460,REDH,2010,1,AF,2,I,0,U,131,1
1460,REDH,2010,1,AF,2,I,4,M,6950,44
1460,REDH,2010,1,AF,2,I,5,F,8738,56
1460,REDH,2010,2,MF,0,U,5,F,172,1
1460,REDH,2010,2,MF,1,A,4,M,7302,39
1460,REDH,2010,2,MF,1,A,5,F,7132,35
1460,REDH,2010,2,MF,2,I,4,M,50870,204
1460,REDH,2010,2,MF,2,I,5,F,43527,169
1460,REDH,2010,3,CF,0,U,5,F,790,5
1460,REDH,2010,3,CF,1,A,4,M,13714,87
1460,REDH,2010,3,CF,1,A,5,F,6204,50
1460,REDH,2010,3,CF,2,I,0,U,108,1
1460,REDH,2010,3,CF,2,I,4,M,38211,257
1460,REDH,2010,3,CF,2,I,5,F,30770,216
1460,REDH,2010,4,PF,0,U,5,F,95,1
1460,REDH,2010,4,PF,1,A,4,M,5431,44
1460,REDH,2010,4,PF,1,A,5,F,3835,25
1460,REDH,2010,4,PF,2,I,4,M,5946,47
1460,REDH,2010,4,PF,2,I,5,F,5840,53
1460,REDH,2011,1,AF,1,A,4,M,2167,17
1460,REDH,2011,1,AF,1,A,5,F,828,4
1460,REDH,2011,1,AF,2,I,4,M,1470,12
1460,REDH,2011,1,AF,2,I,5,F,5428,24
1460,REDH,2011,2,MF,0,U,0,U,1114,5
1460,REDH,2011,2,MF,0,U,4,M,223,1
1460,REDH,2011,2,MF,0,U,5,F,278,1
1460,REDH,2011,2,MF,1,A,4,M,18690,64
1460,REDH,2011,2,MF,1,A,5,F,9182,29
1460,REDH,2011,2,MF,2,I,0,U,604,1
1460,REDH,2011,2,MF,2,I,4,M,65488,190
1460,REDH,2011,2,MF,2,I,5,F,59647,173
1460,REDH,2011,3,CF,0,U,0,U,662,4
1460,REDH,2011,3,CF,0,U,4,M,122,1
1460,REDH,2011,3,CF,1,A,4,M,29042,125
1460,REDH,2011,3,CF,1,A,5,F,9756,48
1460,REDH,2011,3,CF,2,I,0,U,844,4
1460,REDH,2011,3,CF,2,I,4,M,43750,221
1460,REDH,2011,3,CF,2,I,5,F,38800,192
1460,REDH,2011,4,PF,0,U,0,U,115,2
1460,REDH,2011,4,PF,1,A,4,M,7384,48
1460,REDH,2011,4,PF,1,A,5,F,2171,15
1460,REDH,2011,4,PF,2,I,4,M,13320,88
1460,REDH,2011,4,PF,2,I,5,F,10146,73
1460,REDH,2011,5,AK,2,I,4,M,187,2
1460,REDH,2012,1,AF,0,U,0,U,90,1
1460,REDH,2012,1,AF,1,A,0,U,451,2
1460,REDH,2012,1,AF,1,A,4,M,5807,27
1460,REDH,2012,1,AF,1,A,5,F,3810,21
1460,REDH,2012,1,AF,2,I,4,M,5529,30
1460,REDH,2012,1,AF,2,I,5,F,3707,20
1460,REDH,2012,2,MF,0,U,0,U,1657,3
1460,REDH,2012,2,MF,1,A,4,M,20999,64
1460,REDH,2012,2,MF,1,A,5,F,8673,27
1460,REDH,2012,2,MF,2,I,4,M,42221,125
1460,REDH,2012,2,MF,2,I,5,F,25630,79
1460,REDH,2012,3,CF,0,U,0,U,927,4
1460,REDH,2012,3,CF,0,U,4,M,162,1
1460,REDH,2012,3,CF,0,U,5,F,728,3
1460,REDH,2012,3,CF,1,A,4,M,35867,151
1460,REDH,2012,3,CF,1,A,5,F,18036,78
1460,REDH,2012,3,CF,2,I,0,U,940,4
1460,REDH,2012,3,CF,2,I,4,M,45205,201
1460,REDH,2012,3,CF,2,I,5,F,35492,149
1460,REDH,2012,4,PF,0,U,0,U,133,1
1460,REDH,2012,4,PF,1,A,4,M,10182,69
1460,REDH,2012,4,PF,1,A,5,F,3811,24
1460,REDH,2012,4,PF,2,I,4,M,7182,47
1460,REDH,2012,4,PF,2,I,5,F,8525,47
1460,REDH,2013,1,AF,0,U,0,U,88,1
1460,REDH,2013,1,AF,1,A,4,M,10007,84
1460,REDH,2013,1,AF,1,A,5,F,4530,36
1460,REDH,2013,1,AF,2,I,4,M,12971,97
1460,REDH,2013,1,AF,2,I,5,F,8305,58
1460,REDH,2013,2,MF,0,U,0,U,424,2
1460,REDH,2013,2,MF,0,U,4,M,477,2
1460,REDH,2013,2,MF,1,A,4,M,18281,65
1460,REDH,2013,2,MF,1,A,5,F,12526,41
1460,REDH,2013,2,MF,2,I,4,M,57403,186
1460,REDH,2013,2,MF,2,I,5,F,32488,99
1460,REDH,2013,3,CF,0,U,0,U,230,1
1460,REDH,2013,3,CF,0,U,4,M,937,5
1460,REDH,2013,3,CF,0,U,5,F,1609,7
1460,REDH,2013,3,CF,1,A,4,M,24194,132
1460,REDH,2013,3,CF,1,A,5,F,16319,99
1460,REDH,2013,3,CF,2,I,0,U,230,2
1460,REDH,2013,3,CF,2,I,4,M,57784,335
1460,REDH,2013,3,CF,2,I,5,F,33156,200
1460,REDH,2013,4,PF,0,U,0,U,74,1
1460,REDH,2013,4,PF,1,A,4,M,4593,40
1460,REDH,2013,4,PF,1,A,5,F,1857,16
1460,REDH,2013,4,PF,2,I,4,M,6498,56
1460,REDH,2013,4,PF,2,I,5,F,5220,43
1460,REDH,2014,1,AF,1,A,4,M,4966,42
1460,REDH,2014,1,AF,1,A,5,F,4322,34
1460,REDH,2014,1,AF,2,I,4,M,9994,79
1460,REDH,2014,1,AF,2,I,5,F,8037,66
1460,REDH,2014,2,MF,0,U,0,U,1932,7
1460,REDH,2014,2,MF,0,U,4,M,852,3
1460,REDH,2014,2,MF,0,U,5,F,576,2
1460,REDH,2014,2,MF,1,A,4,M,16794,57
1460,REDH,2014,2,MF,1,A,5,F,14043,46
1460,REDH,2014,2,MF,2,I,0,U,514,2
1460,REDH,2014,2,MF,2,I,4,M,54695,195
1460,REDH,2014,2,MF,2,I,5,F,33464,119
1460,REDH,2014,3,CF,0,U,0,U,1108,7
1460,REDH,2014,3,CF,0,U,4,M,455,3
1460,REDH,2014,3,CF,1,A,4,M,25758,168
1460,REDH,2014,3,CF,1,A,5,F,13139,94
1460,REDH,2014,3,CF,2,I,4,M,74565,473
1460,REDH,2014,3,CF,2,I,5,F,49640,324
1460,REDH,2014,4,PF,0,U,0,U,361,3
1460,REDH,2014,4,PF,1,A,4,M,4697,45
1460,REDH,2014,4,PF,1,A,5,F,2215,19
1460,REDH,2014,4,PF,2,I,4,M,5994,55
1460,REDH,2014,4,PF,2,I,5,F,3613,38
1460,REDH,2015,1,AF,1,A,4,M,9328,74
1460,REDH,2015,1,AF,1,A,5,F,4936,34
1460,REDH,2015,1,AF,2,I,0,U,179,1
1460,REDH,2015,1,AF,2,I,4,M,5383,44
1460,REDH,2015,1,AF,2,I,5,F,6343,49
1460,REDH,2015,2,MF,0,U,0,U,770,5
1460,REDH,2015,2,MF,0,U,4,M,950,4
1460,REDH,2015,2,MF,0,U,5,F,276,1
1460,REDH,2015,2,MF,1,A,4,M,16292,65
1460,REDH,2015,2,MF,1,A,5,F,11822,49
1460,REDH,2015,2,MF,2,I,4,M,32278,131
1460,REDH,2015,2,MF,2,I,5,F,23825,106
1460,REDH,2015,3,CF,0,U,0,U,110,1
1460,REDH,2015,3,CF,0,U,4,M,331,3
1460,REDH,2015,3,CF,0,U,5,F,547,5
1460,REDH,2015,3,CF,1,A,4,M,34599,311
1460,REDH,2015,3,CF,1,A,5,F,12608,110
1460,REDH,2015,3,CF,2,I,4,M,38144,340
1460,REDH,2015,3,CF,2,I,5,F,24439,217
1460,REDH,2015,4,PF,0,U,4,M,170,1
1460,REDH,2015,4,PF,1,A,4,M,5252,42
1460,REDH,2015,4,PF,1,A,5,F,2255,19
1460,REDH,2015,4,PF,2,I,4,M,2423,18
1460,REDH,2015,4,PF,2,I,5,F,1382,14
1460,REDH,2016,1,AF,0,U,0,U,732,7
1460,REDH,2016,1,AF,0,U,4,M,344,2
1460,REDH,2016,1,AF,1,A,4,M,7379,66
1460,REDH,2016,1,AF,1,A,5,F,3500,23
1460,REDH,2016,1,AF,2,I,4,M,4586,34
1460,REDH,2016,1,AF,2,I,5,F,3200,28
1460,REDH,2016,2,MF,0,U,0,U,420,2
1460,REDH,2016,2,MF,0,U,4,M,564,2
1460,REDH,2016,2,MF,0,U,5,F,205,1
1460,REDH,2016,2,MF,1,A,4,M,16833,62
1460,REDH,2016,2,MF,1,A,5,F,11030,44
1460,REDH,2016,2,MF,2,I,4,M,16598,66
1460,REDH,2016,2,MF,2,I,5,F,14672,66
1460,REDH,2016,3,CF,0,U,0,U,119,1
1460,REDH,2016,3,CF,1,A,4,M,31812,214
1460,REDH,2016,3,CF,1,A,5,F,20218,146
1460,REDH,2016,3,CF,2,I,4,M,20919,147
1460,REDH,2016,3,CF,2,I,5,F,14391,101
1460,REDH,2016,4,PF,0,U,0,U,250,2
1460,REDH,2016,4,PF,1,A,4,M,4870,40
1460,REDH,2016,4,PF,1,A,5,F,2669,21
1460,REDH,2016,4,PF,2,I,4,M,3457,26
1460,REDH,2016,4,PF,2,I,5,F,2012,18
1460,REDH,2017,1,AF,0,U,0,U,141,1
1460,REDH,2017,1,AF,1,A,4,M,9325,91
1460,REDH,2017,1,AF,1,A,5,F,4156,34
1460,REDH,2017,1,AF,2,I,4,M,5403,44
1460,REDH,2017,1,AF,2,I,5,F,4784,41
1460,REDH,2017,2,MF,1,A,4,M,16624,78
1460,REDH,2017,2,MF,1,A,5,F,9089,49
1460,REDH,2017,2,MF,2,I,0,U,594,3
1460,REDH,2017,2,MF,2,I,4,M,21051,105
1460,REDH,2017,2,MF,2,I,5,F,9990,52
1460,REDH,2017,3,CF,0,U,0,U,298,2
1460,REDH,2017,3,CF,0,U,4,M,179,2
1460,REDH,2017,3,CF,1,A,4,M,20198,127
1460,REDH,2017,3,CF,1,A,5,F,14498,115
1460,REDH,2017,3,CF,2,I,4,M,26130,178
1460,REDH,2017,3,CF,2,I,5,F,23441,149
1460,REDH,2017,4,PF,0,U,0,U,21,1
1460,REDH,2017,4,PF,0,U,4,M,75,1
1460,REDH,2017,4,PF,1,A,4,M,4227,44
1460,REDH,2017,4,PF,1,A,5,F,1348,16
1460,REDH,2017,4,PF,2,I,4,M,5074,50
1460,REDH,2017,4,PF,2,I,5,F,4250,43
1460,REDH,2018,1,AF,1,A,4,M,11849,131
1460,REDH,2018,1,AF,1,A,5,F,5707,44
1460,REDH,2018,1,AF,2,I,4,M,4029,35
1460,REDH,2018,1,AF,2,I,5,F,4332,30
1460,REDH,2018,2,MF,0,U,0,U,265,1
1460,REDH,2018,2,MF,0,U,5,F,87,1
1460,REDH,2018,2,MF,1,A,4,M,20457,88
1460,REDH,2018,2,MF,1,A,5,F,8351,43
1460,REDH,2018,2,MF,2,I,4,M,18411,100
1460,REDH,2018,2,MF,2,I,5,F,12623,78
1460,REDH,2018,3,CF,0,U,0,U,504,4
1460,REDH,2018,3,CF,0,U,4,M,262,2
1460,REDH,2018,3,CF,1,A,4,M,13623,113
1460,REDH,2018,3,CF,1,A,5,F,9765,100
1460,REDH,2018,3,CF,2,I,4,M,24735,217
1460,REDH,2018,3,CF,2,I,5,F,17167,160
1460,REDH,2018,4,PF,1,A,4,M,5307,56
1460,REDH,2018,4,PF,1,A,5,F,1376,16
1460,REDH,2018,4,PF,2,I,4,M,4269,47
1460,REDH,2018,4,PF,2,I,5,F,4193,42
1460,REDH,2019,1,AF,0,U,4,M,202,1
1460,REDH,2019,1,AF,0,U,5,F,75,1
1460,REDH,2019,1,AF,1,A,4,M,6059,55
1460,REDH,2019,1,AF,1,A,5,F,4578,33
1460,REDH,2019,1,AF,2,I,4,M,4969,39
1460,REDH,2019,1,AF,2,I,5,F,3252,27
1460,REDH,2019,2,MF,0,U,0,U,110,1
1460,REDH,2019,2,MF,1,A,4,M,10285,58
1460,REDH,2019,2,MF,1,A,5,F,8143,44
1460,REDH,2019,2,MF,2,I,0,U,110,1
1460,REDH,2019,2,MF,2,I,4,M,19841,118
1460,REDH,2019,2,MF,2,I,5,F,13810,89
1460,REDH,2019,3,CF,0,U,0,U,534,5
1460,REDH,2019,3,CF,0,U,4,M,234,2
1460,REDH,2019,3,CF,0,U,5,F,227,2
1460,REDH,2019,3,CF,1,A,4,M,22766,201
1460,REDH,2019,3,CF,1,A,5,F,12353,123
1460,REDH,2019,3,CF,2,I,0,U,85,1
1460,REDH,2019,3,CF,2,I,4,M,38008,369
1460,REDH,2019,3,CF,2,I,5,F,25566,247
1460,REDH,2019,4,PF,0,U,4,M,153,2
1460,REDH,2019,4,PF,0,U,5,F,83,1
1460,REDH,2019,4,PF,1,A,4,M,3243,41
1460,REDH,2019,4,PF,1,A,5,F,1036,15
1460,REDH,2019,4,PF,2,I,0,U,83,1
1460,REDH,2019,4,PF,2,I,4,M,6973,98
1460,REDH,2019,4,PF,2,I,5,F,6013,82
1470,CANV,1961,1,AF,2,I,4,M,64,1
1470,CANV,1961,1,AF,2,I,5,F,84,1
1470,CANV,1961,2,MF,2,I,5,F,194,2
1470,CANV,1961,3,CF,1,A,5,F,64,1
1470,CANV,1961,3,CF,2,I,4,M,258,1
1470,CANV,1961,4,PF,1,A,4,M,143,1
1470,CANV,1961,4,PF,1,A,5,F,129,1
1470,CANV,1961,4,PF,2,I,4,M,193,2
1470,CANV,1961,4,PF,2,I,5,F,1653,6
1470,CANV,1962,1,AF,0,U,0,U,101,1
1470,CANV,1962,1,AF,1,A,5,F,121,3
1470,CANV,1962,1,AF,2,I,4,M,35,1
1470,CANV,1962,2,MF,1,A,5,F,66,2
1470,CANV,1962,2,MF,2,I,4,M,18,1
1470,CANV,1962,3,CF,2,I,4,M,127,2
1470,CANV,1962,4,PF,2,I,4,M,298,3
1470,CANV,1962,4,PF,2,I,5,F,81,1
1470,CANV,1963,1,AF,1,A,4,M,86,1
1470,CANV,1963,1,AF,1,A,5,F,127,2
1470,CANV,1963,1,AF,2,I,5,F,69,1
1470,CANV,1963,2,MF,2,I,4,M,112,1
1470,CANV,1963,2,MF,2,I,5,F,65,1
1470,CANV,1963,3,CF,1,A,4,M,63,1
1470,CANV,1963,3,CF,1,A,5,F,59,1
1470,CANV,1963,3,CF,2,I,4,M,63,1
1470,CANV,1963,3,CF,2,I,5,F,87,2
1470,CANV,1963,4,PF,1,A,4,M,112,1
1470,CANV,1963,4,PF,2,I,4,M,103,2
1470,CANV,1963,4,PF,2,I,5,F,366,4
1470,CANV,1964,1,AF,0,U,0,U,355,8
1470,CANV,1964,1,AF,0,U,5,F,54,1
1470,CANV,1964,1,AF,1,A,0,U,40,1
1470,CANV,1964,1,AF,1,A,4,M,10248,204
1470,CANV,1964,1,AF,1,A,5,F,4066,86
1470,CANV,1964,1,AF,2,I,0,U,86,2
1470,CANV,1964,1,AF,2,I,4,M,8524,173
1470,CANV,1964,1,AF,2,I,5,F,5997,121
1470,CANV,1964,2,MF,0,U,0,U,399,6
1470,CANV,1964,2,MF,0,U,4,M,52,1
1470,CANV,1964,2,MF,0,U,5,F,325,3
1470,CANV,1964,2,MF,1,A,4,M,8349,100
1470,CANV,1964,2,MF,1,A,5,F,6076,64
1470,CANV,1964,2,MF,2,I,4,M,11887,128
1470,CANV,1964,2,MF,2,I,5,F,8995,98
1470,CANV,1964,3,CF,0,U,0,U,175,3
1470,CANV,1964,3,CF,1,A,4,M,3794,53
1470,CANV,1964,3,CF,1,A,5,F,3041,53
1470,CANV,1964,3,CF,2,I,0,U,27,1
1470,CANV,1964,3,CF,2,I,4,M,2887,57
1470,CANV,1964,3,CF,2,I,5,F,3920,71
1470,CANV,1964,4,PF,0,U,0,U,228,2
1470,CANV,1964,4,PF,0,U,5,F,134,1
1470,CANV,1964,4,PF,1,A,4,M,2979,32
1470,CANV,1964,4,PF,1,A,5,F,2261,27
1470,CANV,1964,4,PF,2,I,4,M,4272,44
1470,CANV,1964,4,PF,2,I,5,F,3854,42
1470,CANV,1965,1,AF,0,U,0,U,736,14
1470,CANV,1965,1,AF,1,A,4,M,8695,173
1470,CANV,1965,1,AF,1,A,5,F,3654,73
1470,CANV,1965,1,AF,2,I,4,M,6728,132
1470,CANV,1965,1,AF,2,I,5,F,5269,107
1470,CANV,1965,2,MF,0,U,0,U,752,3
1470,CANV,1965,2,MF,1,A,4,M,9575,66
1470,CANV,1965,2,MF,1,A,5,F,8197,39
1470,CANV,1965,2,MF,2,I,4,M,17918,85
1470,CANV,1965,2,MF,2,I,5,F,13013,65
1470,CANV,1965,3,CF,1,A,4,M,3718,23
1470,CANV,1965,3,CF,1,A,5,F,4921,32
1470,CANV,1965,3,CF,2,I,4,M,6866,50
1470,CANV,1965,3,CF,2,I,5,F,7181,59
1470,CANV,1965,4,PF,0,U,0,U,616,3
